Class,Class_fullname,Approach,Response_model_form,Response_model_index,Response_model_goal,Response_model_detail,Approach2,Approach3,Stringency,Indicator_Type,Indicator,Threshold_value,Flag
HB,Hard bottom,Response,SCAM,CSCI,0.55,"Additive model, 50% probability of attanining CSCI score above 0.55.",Response SCAM CSCI,Response (SCAM) CSCI HB,Low,Biostimulatory,AFDM,30.9,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,High,Biostimulatory,AFDM,0.8,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,Intermediate,Biostimulatory,AFDM,2.0,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,Low,Biostimulatory,AFDM,4.1,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.93,"Additive model, 50% probability of attanining ASCI_D score above 0.93.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,High,Biostimulatory,AFDM,0.0,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.77,"Additive model, 50% probability of attanining ASCI_D score above 0.77.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,Intermediate,Biostimulatory,AFDM,4.0,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.64,"Additive model, 50% probability of attanining ASCI_D score above 0.64.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,Low,Biostimulatory,AFDM,17.1,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.88,"Additive model, 50% probability of attanining ASCI_H score above 0.88.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,High,Biostimulatory,AFDM,1.4,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.76,"Additive model, 50% probability of attanining ASCI_H score above 0.76.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,Intermediate,Biostimulatory,AFDM,4.5,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.6,"Additive model, 50% probability of attanining ASCI_H score above 0.6.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,Low,Biostimulatory,AFDM,40.0,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.96,"Additive model, 50% probability of attanining CSCI score above 0.96.",Response SCAM CSCI,Response (SCAM) CSCI SB2,High,Biostimulatory,AFDM,0.2,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.75,"Additive model, 50% probability of attanining CSCI score above 0.75.",Response SCAM CSCI,Response (SCAM) CSCI SB2,Intermediate,Biostimulatory,AFDM,5.6,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.64,"Additive model, 50% probability of attanining CSCI score above 0.64.",Response SCAM CSCI,Response (SCAM) CSCI SB2,Low,Biostimulatory,AFDM,18.3,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,High,Biostimulatory,AFDM,1.1,
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,Intermediate,Biostimulatory,AFDM,3.2,
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,Low,Biostimulatory,AFDM,4.6,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,1.01,"Additive model, 50% probability of attanining ASCI_D score above 1.01.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,0.85,"Additive model, 50% probability of attanining ASCI_D score above 0.85.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,Intermediate,Biostimulatory,AFDM,1.8,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,0.68,"Additive model, 50% probability of attanining ASCI_D score above 0.68.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,Low,Biostimulatory,AFDM,9.5,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.97,"Additive model, 50% probability of attanining ASCI_H score above 0.97.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.86,"Additive model, 50% probability of attanining ASCI_H score above 0.86.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,Intermediate,Biostimulatory,AFDM,1.7,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.67,"Additive model, 50% probability of attanining ASCI_H score above 0.67.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,Low,Biostimulatory,AFDM,19.0,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,1.1,"Additive model, 50% probability of attanining CSCI score above 1.1.",Response SCAM CSCI,Response (SCAM) CSCI SB1,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,1,"Additive model, 50% probability of attanining CSCI score above 1.",Response SCAM CSCI,Response (SCAM) CSCI SB1,Intermediate,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,0.81,"Additive model, 50% probability of attanining CSCI score above 0.81.",Response SCAM CSCI,Response (SCAM) CSCI SB1,Low,Biostimulatory,AFDM,3.1,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,High,Biostimulatory,AFDM,0.9,
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,Intermediate,Biostimulatory,AFDM,2.4,
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,Low,Biostimulatory,AFDM,5.5,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,1.01,"Additive model, 50% probability of attanining ASCI_D score above 1.01.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,0.77,"Additive model, 50% probability of attanining ASCI_D score above 0.77.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,Intermediate,Biostimulatory,AFDM,4.0,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,0.68,"Additive model, 50% probability of attanining ASCI_D score above 0.68.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,Low,Biostimulatory,AFDM,9.5,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,High,Biostimulatory,AFDM,0.4,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.79,"Additive model, 50% probability of attanining ASCI_H score above 0.79.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,Intermediate,Biostimulatory,AFDM,3.4,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.64,"Additive model, 50% probability of attanining ASCI_H score above 0.64.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,Low,Biostimulatory,AFDM,21.6,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.99,"Additive model, 50% probability of attanining CSCI score above 0.99.",Response SCAM CSCI,Response (SCAM) CSCI SB0,High,Biostimulatory,AFDM,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.78,"Additive model, 50% probability of attanining CSCI score above 0.78.",Response SCAM CSCI,Response (SCAM) CSCI SB0,Intermediate,Biostimulatory,AFDM,4.1,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,CSCI,0.66,"Additive model, 50% probability of attanining CSCI score above 0.66.",Response SCAM CSCI,Response (SCAM) CSCI SB0,Low,Biostimulatory,AFDM,15.4,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,High,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,Intermediate,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Best observed,,,,,Best observed,Best observed CC,Low,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,High,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,Intermediate,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_D,NA,"Additive model, 50% probability of attanining ASCI_D score above NA.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CC,Low,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,High,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,Intermediate,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Response,SCAM,ASCI_H,NA,"Additive model, 50% probability of attanining ASCI_H score above NA.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CC,Low,Biostimulatory,AFDM,NA,Insufficient data
CC,Constructed channel,Response,SCAM,CSCI,0.53,"Additive model, 50% probability of attanining CSCI score above 0.53.",Response SCAM CSCI,Response (SCAM) CSCI CC,High,Biostimulatory,AFDM,33.5,
CC,Constructed channel,Response,SCAM,CSCI,0.45,"Additive model, 50% probability of attanining CSCI score above 0.45.",Response SCAM CSCI,Response (SCAM) CSCI CC,Intermediate,Biostimulatory,AFDM,40.0,
CC,Constructed channel,Response,SCAM,CSCI,0.37,"Additive model, 50% probability of attanining CSCI score above 0.37.",Response SCAM CSCI,Response (SCAM) CSCI CC,Low,Biostimulatory,AFDM,40.0,
Wadeable streams,Wadeable streams,Reference,,,,,Reference,Reference Wadeable streams,High,Biostimulatory,% cover,0,
Wadeable streams,Wadeable streams,Reference,,,,,Reference,Reference Wadeable streams,Intermediate,Biostimulatory,% cover,1,
Wadeable streams,Wadeable streams,Reference,,,,,Reference,Reference Wadeable streams,Low,Biostimulatory,% cover,9,
Wadeable streams,Wadeable streams,Response,LR,ASCI_D,0.94,"Logistic model, 80% probability of attanining ASCI_D score above 0.94.",Response LR ASCI_D,Response (LR) ASCI_D Wadeable streams,High,Biostimulatory,% cover,23,
Wadeable streams,Wadeable streams,Response,LR,ASCI_D,0.86,"Logistic model, 80% probability of attanining ASCI_D score above 0.86.",Response LR ASCI_D,Response (LR) ASCI_D Wadeable streams,Intermediate,Biostimulatory,% cover,27,
Wadeable streams,Wadeable streams,Response,LR,ASCI_D,0.75,"Logistic model, 80% probability of attanining ASCI_D score above 0.75.",Response LR ASCI_D,Response (LR) ASCI_D Wadeable streams,Low,Biostimulatory,% cover,37,
Wadeable streams,Wadeable streams,Response,LR,ASCI_H,0.94,"Logistic model, 80% probability of attanining ASCI_H score above 0.94.",Response LR ASCI_H,Response (LR) ASCI_H Wadeable streams,High,Biostimulatory,% cover,29,
Wadeable streams,Wadeable streams,Response,LR,ASCI_H,0.86,"Logistic model, 80% probability of attanining ASCI_H score above 0.86.",Response LR ASCI_H,Response (LR) ASCI_H Wadeable streams,Intermediate,Biostimulatory,% cover,31,
Wadeable streams,Wadeable streams,Response,LR,ASCI_H,0.75,"Logistic model, 80% probability of attanining ASCI_H score above 0.75.",Response LR ASCI_H,Response (LR) ASCI_H Wadeable streams,Low,Biostimulatory,% cover,41,
Wadeable streams,Wadeable streams,Response,LR,CSCI,0.92,"Logistic model, 80% probability of attanining CSCI score above 0.92.",Response LR CSCI,Response (LR) CSCI Wadeable streams,High,Biostimulatory,% cover,21,
Wadeable streams,Wadeable streams,Response,LR,CSCI,0.79,"Logistic model, 80% probability of attanining CSCI score above 0.79.",Response LR CSCI,Response (LR) CSCI Wadeable streams,Intermediate,Biostimulatory,% cover,31,
Wadeable streams,Wadeable streams,Response,LR,CSCI,0.63,"Logistic model, 80% probability of attanining CSCI score above 0.63.",Response LR CSCI,Response (LR) CSCI Wadeable streams,Low,Biostimulatory,% cover,53,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_D,0.94,"Additive model, 50% probability of attanining ASCI_D score above 0.94.",Response SCAM ASCI_D,Response (SCAM) ASCI_D Wadeable streams,High,Biostimulatory,% cover,NA,No threshold identified
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_D,0.86,"Additive model, 50% probability of attanining ASCI_D score above 0.86.",Response SCAM ASCI_D,Response (SCAM) ASCI_D Wadeable streams,Intermediate,Biostimulatory,% cover,13,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_D,0.75,"Additive model, 50% probability of attanining ASCI_D score above 0.75.",Response SCAM ASCI_D,Response (SCAM) ASCI_D Wadeable streams,Low,Biostimulatory,% cover,66,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H Wadeable streams,High,Biostimulatory,% cover,NA,No threshold identified
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_H,0.86,"Additive model, 50% probability of attanining ASCI_H score above 0.86.",Response SCAM ASCI_H,Response (SCAM) ASCI_H Wadeable streams,Intermediate,Biostimulatory,% cover,27,
Wadeable streams,Wadeable streams,Response,SCAM,ASCI_H,0.75,"Additive model, 50% probability of attanining ASCI_H score above 0.75.",Response SCAM ASCI_H,Response (SCAM) ASCI_H Wadeable streams,Low,Biostimulatory,% cover,100,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.92,"Additive model, 50% probability of attanining CSCI score above 0.92.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,High,Biostimulatory,% cover,NA,No threshold identified
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.79,"Additive model, 50% probability of attanining CSCI score above 0.79.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,Intermediate,Biostimulatory,% cover,45,
Wadeable streams,Wadeable streams,Response,SCAM,CSCI,0.63,"Additive model, 50% probability of attanining CSCI score above 0.63.",Response SCAM CSCI,Response (SCAM) CSCI Wadeable streams,Low,Biostimulatory,% cover,87,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,High,Biostimulatory,% cover,29,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,Intermediate,Biostimulatory,% cover,29,
RFI-N,Intermittent northern California,Reference,,,,,Reference,Reference RFI-N,Low,Biostimulatory,% cover,31,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,High,Biostimulatory,% cover,0,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,Intermediate,Biostimulatory,% cover,1,
RFI-S,Intermittent southern California,Reference,,,,,Reference,Reference RFI-S,Low,Biostimulatory,% cover,6,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,High,Biostimulatory,% cover,0,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,Intermediate,Biostimulatory,% cover,0,
CVF,Central Valley Floor,Best observed,,,,,Best observed,Best observed CVF,Low,Biostimulatory,% cover,7,
CVF,Central Valley Floor,Response,SCAM,ASCI_D,1.13,"Additive model, 50% probability of attanining ASCI_D score above 1.13.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_D,1.02,"Additive model, 50% probability of attanining ASCI_D score above 1.02.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,Intermediate,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_D,0.92,"Additive model, 50% probability of attanining ASCI_D score above 0.92.",Response SCAM ASCI_D,Response (SCAM) ASCI_D CVF,Low,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,1.05,"Additive model, 50% probability of attanining ASCI_H score above 1.05.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,Intermediate,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,ASCI_H,0.8,"Additive model, 50% probability of attanining ASCI_H score above 0.8.",Response SCAM ASCI_H,Response (SCAM) ASCI_H CVF,Low,Biostimulatory,% cover,53,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
CVF,Central Valley Floor,Response,SCAM,CSCI,0.85,"Additive model, 50% probability of attanining CSCI score above 0.85.",Response SCAM CSCI,Response (SCAM) CSCI CVF,High,Biostimulatory,% cover,29,
CVF,Central Valley Floor,Response,SCAM,CSCI,0.67,"Additive model, 50% probability of attanining CSCI score above 0.67.",Response SCAM CSCI,Response (SCAM) CSCI CVF,Intermediate,Biostimulatory,% cover,82,
CVF,Central Valley Floor,Response,SCAM,CSCI,0.52,"Additive model, 50% probability of attanining CSCI score above 0.52.",Response SCAM CSCI,Response (SCAM) CSCI CVF,Low,Biostimulatory,% cover,94,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,High,Biostimulatory,% cover,0,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,Intermediate,Biostimulatory,% cover,8,
HB,Hard bottom,Best observed,,,,,Best observed,Best observed HB,Low,Biostimulatory,% cover,37,
HB,Hard bottom,Response,SCAM,ASCI_D,1.05,"Additive model, 50% probability of attanining ASCI_D score above 1.05.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_D,0.88,"Additive model, 50% probability of attanining ASCI_D score above 0.88.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,Intermediate,Biostimulatory,% cover,4,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_D,0.74,"Additive model, 50% probability of attanining ASCI_D score above 0.74.",Response SCAM ASCI_D,Response (SCAM) ASCI_D HB,Low,Biostimulatory,% cover,70,
HB,Hard bottom,Response,SCAM,ASCI_H,1.02,"Additive model, 50% probability of attanining ASCI_H score above 1.02.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_H,0.87,"Additive model, 50% probability of attanining ASCI_H score above 0.87.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,Intermediate,Biostimulatory,% cover,23,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
HB,Hard bottom,Response,SCAM,ASCI_H,0.74,"Additive model, 50% probability of attanining ASCI_H score above 0.74.",Response SCAM ASCI_H,Response (SCAM) ASCI_H HB,Low,Biostimulatory,% cover,100,
HB,Hard bottom,Response,SCAM,CSCI,0.74,"Additive model, 50% probability of attanining CSCI score above 0.74.",Response SCAM CSCI,Response (SCAM) CSCI HB,High,Biostimulatory,% cover,67,
HB,Hard bottom,Response,SCAM,CSCI,0.67,"Additive model, 50% probability of attanining CSCI score above 0.67.",Response SCAM CSCI,Response (SCAM) CSCI HB,Intermediate,Biostimulatory,% cover,82,
HB,Hard bottom,Response,SCAM,CSCI,0.55,"Additive model, 50% probability of attanining CSCI score above 0.55.",Response SCAM CSCI,Response (SCAM) CSCI HB,Low,Biostimulatory,% cover,92,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,High,Biostimulatory,% cover,0,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,Intermediate,Biostimulatory,% cover,17,
SB2,"Soft bottom engineered channel, two hardened sides",Best observed,,,,,Best observed,Best observed SB2,Low,Biostimulatory,% cover,31,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.93,"Additive model, 50% probability of attanining ASCI_D score above 0.93.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,High,Biostimulatory,% cover,NA,No threshold identified
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.77,"Additive model, 50% probability of attanining ASCI_D score above 0.77.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,Intermediate,Biostimulatory,% cover,56,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_D,0.64,"Additive model, 50% probability of attanining ASCI_D score above 0.64.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB2,Low,Biostimulatory,% cover,100,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.88,"Additive model, 50% probability of attanining ASCI_H score above 0.88.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,High,Biostimulatory,% cover,18,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.76,"Additive model, 50% probability of attanining ASCI_H score above 0.76.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,Intermediate,Biostimulatory,% cover,100,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,ASCI_H,0.6,"Additive model, 50% probability of attanining ASCI_H score above 0.6.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB2,Low,Biostimulatory,% cover,100,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.96,"Additive model, 50% probability of attanining CSCI score above 0.96.",Response SCAM CSCI,Response (SCAM) CSCI SB2,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.75,"Additive model, 50% probability of attanining CSCI score above 0.75.",Response SCAM CSCI,Response (SCAM) CSCI SB2,Intermediate,Biostimulatory,% cover,63,
SB2,"Soft bottom engineered channel, two hardened sides",Response,SCAM,CSCI,0.64,"Additive model, 50% probability of attanining CSCI score above 0.64.",Response SCAM CSCI,Response (SCAM) CSCI SB2,Low,Biostimulatory,% cover,86,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,High,Biostimulatory,% cover,2,
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,Intermediate,Biostimulatory,% cover,6,
SB1,"Soft bottom engineered channel, one hardened side",Best observed,,,,,Best observed,Best observed SB1,Low,Biostimulatory,% cover,12,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,1.01,"Additive model, 50% probability of attanining ASCI_D score above 1.01.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,0.85,"Additive model, 50% probability of attanining ASCI_D score above 0.85.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,Intermediate,Biostimulatory,% cover,18,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_D,0.68,"Additive model, 50% probability of attanining ASCI_D score above 0.68.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB1,Low,Biostimulatory,% cover,99,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.97,"Additive model, 50% probability of attanining ASCI_H score above 0.97.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.86,"Additive model, 50% probability of attanining ASCI_H score above 0.86.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,Intermediate,Biostimulatory,% cover,27,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,ASCI_H,0.67,"Additive model, 50% probability of attanining ASCI_H score above 0.67.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB1,Low,Biostimulatory,% cover,100,
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,1.1,"Additive model, 50% probability of attanining CSCI score above 1.1.",Response SCAM CSCI,Response (SCAM) CSCI SB1,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,1,"Additive model, 50% probability of attanining CSCI score above 1.",Response SCAM CSCI,Response (SCAM) CSCI SB1,Intermediate,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB1,"Soft bottom engineered channel, one hardened side",Response,SCAM,CSCI,0.81,"Additive model, 50% probability of attanining CSCI score above 0.81.",Response SCAM CSCI,Response (SCAM) CSCI SB1,Low,Biostimulatory,% cover,39,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,High,Biostimulatory,% cover,0,
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,Intermediate,Biostimulatory,% cover,5,
SB0,"Soft bottom engineered channel, no hardened sides",Best observed,,,,,Best observed,Best observed SB0,Low,Biostimulatory,% cover,14,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,1.01,"Additive model, 50% probability of attanining ASCI_D score above 1.01.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,High,Biostimulatory,% cover,NA,Biostimulatory threshsold is set for a biointegrity goal that is above reference.
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,0.77,"Additive model, 50% probability of attanining ASCI_D score above 0.77.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,Intermediate,Biostimulatory,% cover,56,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_D,0.68,"Additive model, 50% probability of attanining ASCI_D score above 0.68.",Response SCAM ASCI_D,Response (SCAM) ASCI_D SB0,Low,Biostimulatory,% cover,99,
SB0,"Soft bottom engineered channel, no hardened sides",Response,SCAM,ASCI_H,0.94,"Additive model, 50% probability of attanining ASCI_H score above 0.94.",Response SCAM ASCI_H,Response (SCAM) ASCI_H SB0,High,Biostimulatory,% cover,NA,No threshold identified
